tempo,posizione,velocita,input
1.624962496249624877e+01,8.206315963461082883e-04,2.274961401009077330e-03,1.831672462965671766e+00
1.625162516251625178e+01,8.266070828289239858e-04,2.561318500148109488e-03,-1.361989898025384838e+00
1.625362536253625478e+01,8.298462516610500411e-04,1.219485836687994465e-03,1.645132955904708982e-01
1.625562556255625424e+01,8.320227006423404478e-04,7.482322509747920975e-04,-4.359471692542310484e-01
1.625762576257625724e+01,8.331507024912989138e-04,7.535152832322471834e-04,6.133911135819697380e-01
1.625962596259626025e+01,8.356869699184110841e-04,1.773180768558151868e-03,5.443988781895523488e-01
1.626162616261626326e+01,8.400294013283234962e-04,2.492473116886495099e-03,3.263912931155413810e-01
1.626362636263626271e+01,8.453114043459849288e-04,2.694382155603825772e-03,3.903129746018246804e-02
1.626562656265626572e+01,8.497943718306106425e-04,1.364127826933997541e-03,-1.143241262648513112e+00
1.626762676267626873e+01,8.507146088177738917e-04,-1.514710491002393099e-04,-2.351253445381191742e-01
1.626962696269626818e+01,8.501608678050902443e-04,-2.269984237801711221e-04,2.809413535097529668e-01
1.627162716271627119e+01,8.507152304233512327e-04,1.040736433934170068e-03,1.116444874775417428e+00
1.627362736273627419e+01,8.544704883825523590e-04,2.591399713223777219e-03,5.874919622922193385e-01
1.627562756275627720e+01,8.605545180381321676e-04,3.421240030802968988e-03,3.996306024577292448e-01
1.627762776277627665e+01,8.685356936807764805e-04,4.725881045864636226e-03,1.116265534326758901e+00
1.627962796279627966e+01,8.796876203515065825e-04,6.294916645739273911e-03,6.484467617461374678e-01
1.628162816281628267e+01,8.934537903766931292e-04,7.502283413463419967e-03,7.760200747073003891e-01
1.628362836283628212e+01,9.096485491604450798e-04,8.612224846984531043e-03,4.934737838198530180e-01
1.628562856285628513e+01,9.269335297432874411e-04,8.409539013104452149e-03,-4.151985669503799881e-01
1.628762876287628814e+01,9.423645426258488817e-04,6.853634985904869838e-03,-7.749297244115448402e-01
1.628962896289629114e+01,9.550588806719700853e-04,6.250390498047072099e-03,4.863919019153092327e-01
1.629162916291629060e+01,9.676182609904245349e-04,6.024545295323309284e-03,-5.382180223090797799e-01
1.629362936293629360e+01,9.790579390459258451e-04,5.705318294292527001e-03,3.881619062400764042e-01
1.629562956295629661e+01,9.906029247039923463e-04,5.607200913521996448e-03,-3.521336335572343712e-01
